ner_tags,tokens,lnt,lnn
"['O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement']","['на', 'честь', 'атона', 'фараон', 'змінив', 'своє', 'тронне', ""ім'я"", 'з', 'аменхотепа', 'iv', 'на', 'ехнатон,', 'і', 'збудував', 'для', 'нього', 'нову', 'столицю', '—', 'ахетатон.']",21,21
"['O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['розташоване', 'на', 'сході', 'країни,', 'на', 'березі', 'бургаської', 'затоки', 'чорного', 'моря', 'на', 'висоті', '19', 'метрів', 'над', 'рівнем', 'моря,', 'другий', 'за', 'розміром', 'морський', 'порт', 'країни,', 'міжнародний', 'аеропорт.']",25,25
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['балканабат', '(туркм.', 'balkanabat)', '—', 'місто', 'в', 'туркменістані,', 'адміністративний', 'центр', 'балканського', 'велаяту.']",11,11
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['бельгійський', 'заєць', '(нім.', 'hasenkaninchen', 'rotbraun)', '—', 'порода', 'кролів', ""м'ясо-шкуркового"", 'напряму.']",10,10
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement']","['у', 'місті', 'починаючи', 'з', '1946', 'року', 'щорічно', 'проводиться', 'міжнародний', 'кінофестиваль', 'у', 'локарно.']",12,12
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['пізі́', '(фр.', 'pisy)', '—', 'муніципалітет', 'у', 'франції,', 'у', 'регіоні', 'бургундія-франш-конте,', 'департамент', 'йонна.']",12,12
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['у', 'червні', '1991', 'року', 'після', 'введення', 'багатопартійної', 'представницької', 'демократії', 'словенія', 'стала', 'першою', 'республікою,', 'що', 'відділилася', 'від', 'югославії', 'й', 'оголосила', 'суверенітет', 'і', 'незалежність.']",22,22
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O']","['переворськ', '(іноді', 'переволоцьк,', 'літописний', 'перевореськ,', 'пол.', 'przeworsk)', '—', 'місто', 'на', 'південному', 'сході', 'сучасної', 'польщі,', 'адміністративний', 'центр', 'переворського', 'повіту', 'підкарпатського', 'воєводства.']",20,20
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O']","['тут,', 'згідно', 'з', 'євангелієм,', 'сталося', 'благовіщення', 'та', 'минули', 'дитинство', 'і', 'юність', 'ісуса', 'христа,', 'через', 'що', 'його', 'прозивали', '«назарянином»', '(івр.', 'הנוצרי\u200f\u200e\u200e,', 'га-ноцрі', '—', '«житель', 'міста', 'назарет»;', 'ів.', '19:19).']",27,27
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O']","['османські', 'султани', '—', 'правителі', 'османської', 'імперії.']",6,6
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['дакію', 'завоював', 'траян', '(98–117)', 'після', 'знищення', 'дакійського', 'королівства', 'беребіста.']",9,9
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O']","['місто', 'славиться', 'своїми', ""пам'ятками"", 'часів', 'русі', 'й', 'чернігівського', 'князівства,', 'а', 'також', 'гетьманщини', 'й', 'козацького', 'чернігівського', 'полку.']",16,16
"['O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['назва', '«рязань»,', 'ймовірно,', 'походить', 'від', 'назви', 'фіно-угорського', 'народу', 'ерзя.[джерело?]']",9,9
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement']","['ві́льянді', '(ест.', 'viljandi,', 'нім.', 'fellin/феллін)', '—', 'місто', 'в', 'естонії,', 'столиця', 'повіту', 'вільяндімаа.']",12,12
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['варанасі', '(санскр.', 'वाराणसी,', 'vārāṇasī,', 'англ.', 'varanasi),', 'бенарес,', 'банарас', '(гінді', 'बनारस,', 'banāras,', 'англ.', 'benares,', 'banaras)', 'або', 'каші', '(гінді', 'काशी,', 'kāśī)', '—', 'місто', 'в', 'індії,', 'у', 'штаті', 'уттар-прадеш,', 'розташоване', 'на', 'лівому', 'березі', 'гангу,', 'священне', 'місто', 'для', 'індусів,', 'буддистів', 'і', 'джайнів.']",38,38
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['μελιτοπόλη', '—', '«медове', 'місто»)', '—', 'місто', 'в', 'україні,', 'адміністративний', 'центр', 'мелітопольського', 'району', 'запорізької', 'області,', 'розташований', 'на', 'річці', 'молочній,', 'біля', 'молочного', 'лиману,', 'що', 'прилягає', 'до', 'азовського', 'моря.']",26,26
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['водночас,', 'статистичні', 'дані', 'міграційних', 'процесів', 'останніх', 'років', 'свідчать', 'про', 'те,', 'що', 'українці', 'в', 'чехії', 'є', 'найбільшою', 'національною', 'меншиною', 'в', 'чеській', 'республіці,', 'випереджаючи', 'словацьку,', 'польську', 'та', 'німецьку.']",26,26
"['O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O']","['коронавірусна', 'хвороба', '2019', 'у', 'нідерландах', '—', 'поширення', 'епідемії', 'територією', 'країни.']",10,10
"['O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['це', '—', 'китайська', 'народна', 'республіка', '(кнр),', 'яка', 'володіє', 'материковим', 'китаєм,', 'містами', 'гонконг', 'та', 'макао,', 'та', 'республіка', 'китай,', 'яка', 'контролює', 'острів', 'тайвань', 'та', 'прилеглі', 'до', 'нього', 'острови.']",26,26
"['O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O']","['хо́дорів', '(у', 'минулому', '—', 'ходоростав,', 'ходорів-став)', '—', 'місто', 'стрийського', 'району', 'львівської', 'області.']",12,12
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['обертин', '—', 'селище', 'міського', 'типу', 'обертинської', 'селищної', 'громади', 'в', 'івано-франківському', 'районі', 'івано-франківської', 'області.']",13,13
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['саранді', '(ісп.', 'sarandí)', '—', 'місто', 'в', 'окрузі', 'авельянеда', 'провінції', 'буенос-айрес,', 'аргентина.']",11,11
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement']","['утворює', 'одну', 'з', 'найбільших', 'агломерацій', 'у', 'світі', '—', 'великий', 'буенос-айрес.']",10,10
"['O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O']","['československý', 'pohár)', '—', 'змагання', 'футбольних', 'клубів', 'чехословаччини', 'під', 'егідою', 'чехословацького', 'футбольного', 'союзу,', 'що', 'проводився', 'з', '1960', 'року', 'до', 'моменту', 'розпаду', 'чехословаччини', 'у', '1993.']",23,23
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['росаріо', '—', 'одне', 'з', 'найважливіших', 'міст', 'північної', 'аргентини,', 'що', 'є', 'центром', 'великої', 'агломерації', 'з', 'населенням', 'близько', '1,35', 'млн', 'мешканців', 'і', 'розвиненою', 'промисловістю.']",22,22
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O']","['феду́ско', '(феодосій)', 'з', 'са́мбора', '—', 'український', 'маляр', '2-ї', 'половини', 'xvi', 'століття,', 'цеховий', 'майстер', 'з', 'міста', 'самбора', 'в', 'галичині.']",18,18
"['O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O']","['перетворений', 'в', 'район', 'з', 'міста-графства', 'престон', 'у', 'ході', 'адміністративної', 'реформи', '1974', 'року.']",12,12
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement']","['флоре́нція', '(італ.', 'firenze,', 'ipa:', '[fiˈrεnʦe];', 'вимовафайл;', 'fiorenza,', '[fjoˈrεnʦa]', 'в', 'середньовічній', 'італійській', 'поезії,', 'florentia', 'латиною)', '—', 'місто', 'в', 'італії,', 'столиця', 'регіону', 'тоскана', 'та', 'провінції', 'флоренція.']",24,24
"['O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O']","['коли', 'держава', 'здобула', 'незалежність', 'у', '1966,', 'масеру', 'зберіг', 'свій', 'статус.']",10,10
"['O', 'B-HumanSettlement', 'O', 'O']","['центр', 'канівської', 'міської', 'громади.']",4,4
"['O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O']","['імператор', 'рудольф', 'ii', '(1552-1612', 'рр.)', 'надав', 'пржибраму', 'статус', '«королівського', 'гірничого', 'міста».']",11,11
"['O', 'O', 'B-HumanSettlement', 'O']","['входить', 'до', 'шахтарської', 'агломерації.']",4,4
"['O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O']","['час', 'від', 'час', 'влада', 'шарифів', 'мекки', 'поширюваласяна', 'весь', 'хиджаз.']",9,9
"['O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O']","['тя́чів', '—', 'місто', 'в', 'україні,', 'центр', 'тячівської', 'міської', 'територіальної', 'громади,', 'центр', 'тячівського', 'району', 'закарпатської', 'області.']",15,15
"['O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['|ventilator_cases=', '|hospitalized_cases=', 'коронаві́русна', 'хворо́ба', '2020', 'у', 'угорщині', '—', 'розповсюдження', 'світової', 'пандемії', 'коронавірусу', '2019', '(covid-19)', 'територією', 'угорщини.']",16,16
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement']","['після', 'поразки', 'держав', 'осі', 'та', 'визволення', 'країни', 'цілісність', 'югославії', 'було', 'відновлено', '\u200b\u200bв', 'межах', 'її', 'визнаних', 'кордонів', 'із', 'деяким', 'навіть', 'їх', 'розширенням', 'на', 'заході,', 'а', 'на', 'місці', 'королівства', 'югославії', 'виникла', 'демократична', 'федеративна', 'югославія,', 'влада', 'в', 'якій', 'після', 'війни', 'перейшла', 'до', 'комуністичної', 'партії', 'югославії.']",42,42
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['та́ранто', '(італ.', 'taranto,', 'грец.', 'τάρας,', 'τάραντας,', 'сиц.', 'tàrantu)', '—', 'прибережне', 'місто', 'в', 'апулії', 'на', 'півдні', 'італії;', 'адміністративний', 'центр', 'провінції', 'таранто;', 'важливий', 'торговельний', 'порт,', 'також', 'відомий', 'як', 'основна', 'база', 'військово-морських', 'сил', 'італії.']",31,31
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['кілі́', '(фр.', 'quily)', '—', 'колишній', 'муніципалітет', 'у', 'франції,', 'у', 'регіоні', 'бретань,', 'департамент', 'морбіан.']",13,13
"['O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O']","['великий', 'ванкувер', 'також', 'часто', 'називають', 'ловер', 'мейнленд', '(англ.', 'lower', 'mainland),', 'маючи', 'на', 'увазі', 'його', 'розташування', 'на', 'узбережжі', '(на', 'відміну', 'від', 'острова', 'ванкувер,', 'де', 'знаходиться', 'столиця', 'провінції', 'м.', 'вікторія).']",28,28
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['бієло-полє', '(чорн.', 'бијело', 'поље/bijelo', 'polje)', '—', 'місто', 'в', 'чорногорії,', 'адміністративний', 'центр', 'муніципалітету.']",12,12
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O']","['у', '2003', 'році', 'в', 'тайбеї', 'був', 'побудований', 'один', 'з', 'найвищих', 'хмарочосів', 'світу', '—', 'тайбей', '101.']",15,15
"['O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[""з'явилися"", '1', 'травня', '1852', 'року,', 'коли', 'іспано-філіппінський', 'банк', 'випустив', '«тверді', 'песо»,', 'які', 'витіснили', 'реали,', 'які', 'раніше', 'перебували', 'в', 'обігу', 'на', 'філіппінах.']",21,21
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O']","['і', 'сам', 'незчувся,', 'як', 'в', 'бору', '/', 'самотній', 'опинився»', '—', 'леся', 'українка', '«…', 'чоловік', 'хотів', 'назвати', 'катрею,', 'а', 'я', '—', 'тільки', 'володимирою»', '—', 'євген', 'гуцало']",25,25
"['O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['розділення', 'кореї', 'на', 'кндр', 'ї', 'республіку', 'корея', 'відбулося', 'у', '1945', 'році', 'після', 'поразки', 'японії,', 'яка', 'до', 'цього', 'правила', 'кореєю,', 'у', 'другій', 'світовий', 'війні.']",23,23
"['B-HumanSettlement', 'I-HumanSettlement', 'I-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['імперія', 'великих', 'моголів', '(перс.', 'شاهان', 'مغول\u200e)', '—', 'держава,', 'що', 'з', 'середини', 'xvi', 'до', 'початку', 'xviii', 'століття', 'контролювала', 'більшу', 'частину', 'південної', 'азії.']",21,21
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['зно́ймо', '(чеськ.', 'znojmo,', 'колишня', 'назва', 'нім.', 'znaim)', '—', 'місто', 'в', 'районі', 'зноймо', 'південноморавського', 'краю', 'чехії', 'з', 'населенням', '35', 'тисяч', 'осіб', '(2005).']",21,21
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O']","['амстердам', 'сполучений', 'з', 'північним', 'морем', 'морським', 'каналом.']",7,7
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['сша', 'володіють', 'могутніми', 'збройними', 'силами,', 'зокрема', 'найбільшим', 'військово-морським', 'флотом;', 'сша', 'мають', 'у', 'своєму', 'розпорядженні', 'найбільший', 'за', 'сукупною', 'потужністю', 'ядерний', 'потенціал', 'на', 'землі.']",22,22
"['O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement']","['громадянська', 'війна', 'в', 'сирії,', 'також', 'сирійське', 'повстання', '—', 'збройний', 'та', 'політичний', 'конфлікт', 'в', 'сирії.']",14,14
"['O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['1', 'саудівський', 'ріал', 'дорівнює', '20', 'кершам', '(курушам)', 'або', '100', 'халалям.']",10,10
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['баку́', '(азерб.', 'bakı,', 'мфа(азерб.):', '[bɑˈcɯ])', '—', 'столиця', 'азербайджанської', 'республіки,', 'найбільший', 'промисловий,', 'економічний,', 'і', 'науково-технічний', 'центр', 'південного', 'кавказу,', 'а', 'також', 'найбільший', 'порт', 'на', 'каспійському', 'морі', 'і', 'найбільше', 'місто', 'на', 'кавказі.']",29,29
"['O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['завдяки', 'вигідному', 'розташуванню', 'та', 'вправній', 'армії,', 'ассирія', 'була', 'найсильнішою', 'державою', 'стародавнього', 'сходу,', 'що', 'змагалась', 'із', 'вавилонією.']",16,16
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement']","['кіо́то', '(яп.', '京都市,', 'きょうとし,', 'мфа:', '[kʲoːto', 'ɕi]?)', '—', 'місто', 'в', 'японії,', 'в', 'префектурі', 'кіото.']",14,14
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement']","['з', 'часом', 'навколо', 'дзонгів', 'виникли', 'населені', 'пункти,', 'у', 'тому', 'числі', 'столиця', 'країни', '—', 'тхімпху.']",14,14
"['B-HumanSettlement', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['малі́,', 'офіційна', 'назва', 'респу́бліка', 'малі́', '(фр.', 'république', 'du', 'mali,', 'бам.', 'mali', 'ka', 'fasojamana,', 'фульф.', 'renndaandi', 'maali)', '—', 'держава', 'в', 'північно-західній', 'африці.']",21,21
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['петрозаво́дськ', '(рос.', 'петрозаво́дск,', 'карел.', 'petroskoi,', 'фін.', 'petroskoi,', 'вепс.', 'zavod', '(зáвод))', '—', 'місто', 'на', 'північному', 'заході', 'росії,', 'столиця', 'республіки', 'карелія,', 'адміністративний', 'центр', 'петрозаводського', 'міського', 'округу', 'і', 'прионезького', 'району', 'карелії', '(не', 'входить', 'до', 'складу', 'району).']",33,33
"['O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['починаючи', 'з', '1956', 'року,', 'британський', 'інститут', 'кінематографії', 'щорічно', 'організовує', 'лондонський', 'кінофестиваль,', 'де', 'демонструються', 'авторські', 'стрічки,', 'що', 'мали', 'резонанс', 'на', 'головних', 'кінофестивалях', 'світу.']",22,22
"['O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['релігія', 'у', 'кропивницькому,', 'обласному', 'центрі', 'кіровоградської', 'області,', 'представлена', 'різними', 'конфесіями,', 'найпоширенішими', 'серед', 'яких', 'є', ""православ'я"", 'та', 'протестантизм,', 'також', 'присутні', 'католицькі', 'та', 'юдейські', 'громади.']",23,23
