ner_tags,tokens,lnt,lnn
"['B-Politician', 'I-Politician', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['reinhold', 'messner', 'foi', 'o', 'primeiro', 'a', 'conseguir', 'escalar', 'todas', 'as', 'catorze', 'montanhas', 'com', 'mais', 'de', '8000', 'metros,', 'sem', 'oxigênio', 'suplementar', 'e', 'desafiando', 'sempre', 'condições', 'e', 'situações', 'extremas', 'com', 'enormes', 'dificuldades', 'técnicas.']",31,31
"['O', 'O', 'O', 'B-Politician', 'I-Politician', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['motilal', 'nehru', '(hindi:', 'मोतीलाल', 'नेहरू)', '(6', 'de', 'maio', 'de', '1861', '–', '6', 'de', 'fevereiro', 'de', '1931)', 'foi', 'um', 'dos', 'primeiros', 'ativistas', 'indianos', 'para', 'a']",24,24
"['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['teravada', '(em', 'pāli:', 'थेरवाद,', 'theravāda;', 'em', 'sânscrito:', 'स्थविरवाद,', 'sthaviravāda),', 'literalmente', '""ensino', 'dos', 'sábios""', 'ou', '""doutrina', 'dos', 'anciãos"",', 'é', 'a', 'mais', 'antiga', 'dentre', 'as', 'escolas', 'budistas', 'sobreviventes.', 'foi', 'fundada', 'na', 'índia.']",30,30
"['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['o', 'congresso', 'nacional', 'indiano', '(em', 'hindi:', 'भारतीय', 'राष्ट्रीय', 'कांग्रेस;', 'em', 'inglês:', 'indian', 'national', 'congress,', 'inc),', 'também', 'conhecido', 'como', 'partido', 'do', 'congresso', 'ou', 'simplesmente', 'congresso,', 'é', 'a', 'mais', 'antiga', 'das', 'organizações', 'políticas', 'ativas', 'na', 'índia.']",34,34
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['a', 'igreja', 'reformada', 'do', 'nepal', '(irn)', '(em', 'inglês', 'reformed', 'church', 'of', 'nepal', 'e', 'em', 'nepalês', 'रिफर्मड', 'चर्च', 'अफ', 'नेपाल)', 'é', 'uma', 'denominação', 'batista', 'reformada', 'no', 'nepal.', 'foi', 'fundada', 'em', '1980', 'pelo', 'rev.', 'ram', 'nepal,', 'um', 'nepalês', 'nativo,', 'convertido', 'ao', 'cristianismo.a', 'denominação', 'é', 'conhecida', 'pelo', 'seu', 'trabalho', 'social.']",47,47
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['a', 'suprema', 'corte', '(português', 'brasileiro)', 'ou', 'supremo', 'tribunal', '(português', 'europeu)', 'de', 'déli', '(em', 'hindi:', 'दिल्ली', 'उच्च', 'न्यायालय)', 'é', 'a', 'suprema', 'corte', 'de', 'déli.', 'foi', 'estabelecido', 'em', '31', 'de', 'outubro', 'de', '1966.']",31,31
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['o', 'partido', 'do', 'povo', 'indiano', '(em', 'hindi:', 'भारतीय', 'जनता', 'पार्टी', 'ou', 'भाजपा;', 'transliteração:', 'bharatiya', 'janata', 'party', 'ou', 'bjp;', 'em', 'inglês:', 'indian', ""people's"", 'party)', 'é', 'um', 'partido', 'político', 'da', 'índia', 'fundado', 'em', '1980,', 'sendo', 'um', 'dos', 'dois', 'principais', 'partidos', 'indianos,', 'juntamente', 'com', 'seu', 'rival,', 'o', 'congresso', 'nacional', 'indiano.', 'desde', '2019,', 'é', 'o', 'maior', 'partido', 'político', 'do', 'país', 'em', 'termos', 'de', 'representação', 'no', 'parlamento', 'nacional', 'e', 'nas', 'assembleias', 'estaduais', 'e,', 'de', 'longe,', 'o', 'maior', 'partido', 'do', 'mundo', 'em', 'termos', 'de', 'adesão', 'primária.a', 'origem', 'do', 'bjp', 'está', 'no', 'partido', 'bharatiya', 'jana', 'sangh', '(bjs),', 'formado', 'em', '1951.', 'em', 'meio', 'ao', 'estado', 'de', 'emergência', 'de', '1977,', 'o', 'bjs', 'se', 'fundiu', 'com', 'vários', 'outros', 'partidos', 'para', 'formar', 'o']",112,112
"['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['doordarshan', '(em', 'hindi:', 'दूरदर्शन)', 'é', 'a', 'empresa', 'pública', 'de', 'televisão', 'da', 'índia,', 'integrada', 'à', 'emissora', 'pública', 'prasar', 'bharati.']",18,18
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['o', 'partido', 'do', 'povo', 'indiano', '(em', 'hindi:', 'भारतीय', 'जनता', 'पार्टी', 'ou', 'भाजपा;', 'transliteração:', 'bharatiya', 'janata', 'party', 'ou', 'bjp;', 'em', 'inglês:', 'indian', ""people's"", 'party)', 'é', 'um', 'partido', 'político', 'da', 'índia', 'fundado', 'em', '1980,', 'sendo', 'um', 'dos', 'dois', 'principais', 'partidos', 'indianos,', 'juntamente', 'com', 'seu', 'rival,', 'o', 'congresso', 'nacional', 'indiano.', 'desde', '2019,', 'é', 'o', 'maior', 'partido', 'político', 'do', 'país', 'em', 'termos', 'de', 'representação', 'no', 'parlamento', 'nacional', 'e', 'nas', 'assembleias', 'estaduais', 'e,', 'de', 'longe,', 'o', 'maior', 'partido', 'do', 'mundo', 'em', 'termos', 'de', 'adesão', 'primária.a', 'origem', 'do', 'bjp', 'está', 'no', 'partido', 'bharatiya', 'jana', 'sangh', '(bjs),', 'formado', 'em', '1951.', 'em', 'meio', 'ao', 'estado', 'de', 'emergência', 'de', '1977,', 'o', 'bjs', 'se', 'fundiu', 'com', 'vários', 'outros', 'partidos', 'para', 'formar', 'o']",112,112
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherLOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['o', 'passo', 'de', 'mana', '(chinês', 'simplificado:', '玛那山口;', 'em', 'hindi:', 'माना', 'दर्रा)', 'é', 'um', 'passo', 'de', 'montanha', 'na', 'cordilheira', 'himalaia,', 'localizado', 'a', '5632', 'm', 'de', 'altitude', 'sobre', 'a']",27,27
"['O', 'O', 'O', 'O', 'B-OtherLOC', 'I-OtherLOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['rohtang', 'la', '(em', 'hindi:', 'रोहतांग', 'दर्रा;', 'que', 'significa', '""pilha', 'de', 'cadáveres""', 'em', 'tibetano)', 'é', 'um', 'passo', 'de', 'montanha', 'no', 'estado', 'de', 'himachal', 'pradexe,', 'noroeste', 'da', 'índia.', 'situa-se', 'a', '3', '978', 'metros', 'de', 'altitude,', 'cerca', 'de', '50', 'km', 'a', 'norte-nordeste', 'de', 'manali,', 'na', 'parte', 'oriental', 'da', 'cordilheira', 'de', 'pir', 'panjal,', 'a']",50,50
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Facility', 'O', 'O', 'O']","['o', 'templo', 'de', 'pashupatinath', '(em', 'nepali:', 'पशुपतिनाथको', 'मन्दिर)', 'ou', 'pashupati', 'é']",11,11
"['O', 'O', 'B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ashrama', '(sânscrito:', 'आश्रम,', 'āśrama)', 'no', 'hinduísmo', 'é', 'um', 'dos', 'quatro', 'estágios', 'da', 'vida', 'baseada', 'em', 'uma', 'escala', 'etárea.']",18,18
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['charminar', '(em', 'telugo:', 'చార్', 'మినార్;', 'em', 'hindi:', 'चार', 'मीनार;', 'em', 'urdu:', 'چار', 'مینار;', '""quatro', 'minaretes""),', 'também', 'conhecida', 'como', 'mesquita', 'dos', 'quatro', 'minaretes,', 'é']",23,23
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['o', 'parlamento', 'da', 'índia', '(em', 'hindi:', 'संसद', 'भवन)', 'é', 'o', 'órgão', 'legislativo', 'supremo', 'da', 'república', 'da', 'índia.', 'é', 'constituído', 'pelo', 'gabinete', 'do', 'presidente,', 'a', 'câmara', 'baixa', '(lok', 'sabha)', 'e', 'a', 'câmara', 'alta', '(rajya', 'sabha).']",34,34
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Artist', 'O', 'O', 'O', 'O', 'O', 'O']","['uma', 'língua', 'indo-ariana,', 'descendente', 'direta', 'do', 'sânscrito', 'védico', 'a', 'partir', 'do', 'prácrito', 'sauraseni', 'e', 'do', 'śauraseni', 'apabhraṃśa', '(do', 'sânscrito', 'apabhraṃśa', '""corrompido""),', 'hoje', 'falada', 'por', '70%', 'dos', 'indianos,', 'principalmente', 'no', 'norte,', 'centro', 'e', 'oeste', 'da', 'índia.', 'é', 'parte', 'de', 'uma', 'continuidade', 'dialetal', 'da', 'família', 'indo-ariana', 'fortemente', 'associado', 'à', 'religião', 'hindu.', 'os', 'falantes', 'do', 'hindi', 'não', 'são', 'apenas', 'os', 'que', 'o']",59,59
"['O', 'O', 'B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['anushka', 'sharma', '(अनुष्का', 'शर्मा', 'em', 'hindi)', 'é', 'uma', 'atriz', 'e', 'produtora', 'indiana.', 'é', 'uma', 'das', 'atrizes', 'mais', 'bem', 'pagas', 'da', 'sua', 'geração', 'e', 'é', 'conhecida', 'por', 'seus', 'trabalhos', 'em', 'filmes', 'de', 'bollywood', 'como', 'rab', 'ne', 'bana', 'di', 'jodi', '(2008),', 'onde', 'fez', 'sua', 'estreia', 'ao', 'lado', 'do', 'astro', 'shah', 'rukh', 'khan,', 'ganhando', 'grande', 'projeção.', 'anushka', 'é', 'casada', 'com', 'o']",58,58
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['sidarta', 'gautama', 'ou', 'sidarta', 'gáutama', '(em', 'sânscrito,', 'सिद्धार्थ', 'गौतम,', 'transliteração', 'iast', 'siddhārtha', 'gautama;', 'em', 'páli,', 'siddhāttha', 'gotama),', 'também', 'conhecido', 'como', 'śākyamuni,', 'shakyamuni', 'e', 'sakyamuni', '(""sábio', 'do', 'clã', 'dos', 'shakyas""),', 'popular', 'e', 'comumente', 'chamado', 'apenas', 'de', 'buda', 'ou', 'buddha', '(sct:', 'बुद्ध,', 'buddha;', 'lit.', 'o', 'desperto),', 'foi', 'um', 'príncipe', 'de', 'uma', 'região', 'no', 'sul', 'do', 'atual', 'nepal', 'que,', 'tendo', 'renunciado', 'ao', 'trono,', 'se', 'dedicou', 'à', 'busca', 'da', 'erradicação', 'das', 'causas', 'do', 'sofrimento', 'humano', 'e']",72,72
"['O', 'O', 'O', 'O', 'O', 'O', 'B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['dharam', 'dev', 'anand', '(em', 'hindi:', 'धरम', 'देव', 'आनन्द,', 'em', 'panjabi:', 'ਧਰਮਦੇਵ', 'ਆਨੰਦ;', '26', 'de', 'setembro', 'de', '1923', '—', '3', 'de', 'dezembro', 'de', '2011),', 'mais', 'conhecido', 'por', 'dev', 'anand,', 'foi', 'um', 'actor', 'de', 'cinema,', 'director', 'e', 'produtor', 'indiano,', 'conhecido', 'pelo', 'seu', 'trabalho', 'em', 'bollywood.', 'o', 'governo', 'da', 'india', 'honrou-o', 'com', 'o', 'prémio', 'padma', 'bhushan', 'em', '2001', 'e', 'com', 'o']",58,58
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Artist', 'I-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['""we', 'shall', 'overcome', 'we', 'shall', 'overcome""', 'é', 'uma', 'canção', 'de', 'protesto,', 'que', 'se', 'tornou', 'um', 'hino', 'chave', 'do', 'movimento', 'dos', 'direitos', 'civis', 'dos', 'negros', 'nos', 'estados', 'unidos', '(1955-1968).', 'o', 'título', 'e', 'a', 'estrutura', 'da', 'canção', 'são', 'derivados', 'de', 'uma', 'antiga', 'canção', 'gospel', '""i\'ll', 'overcome', 'someday"",', 'do', 'compositor', 'afro-americano', 'charles', 'albert', 'tindley.', 'a', 'canção', 'foi', 'publicado', 'em', '1947,', 'como', '""we', 'will', 'overcome""', 'no', ""“people's"", 'songs', 'bulletin”', '(uma', 'publicação', 'de', 'canções', 'populares,', 'organizada', 'por', 'pete', 'seeger', 'o', 'qual', 'foi', 'o', 'diretor', 'e', 'guia', 'espiritual).']",82,82
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['sahabzade', 'irrfan', 'ali', 'khan', '(jaipur,', '7', 'de', 'janeiro', 'de', '1967', '-', 'mumbai,', '29', 'de', 'abril', 'de', '2020)', 'mais', 'conhecido', 'como', 'irrfan', 'khan', '(em', 'hindi:', 'इरफ़ान', 'ख़ान),', 'foi', 'um', 'ator', 'indiano', 'que', 'ficou', 'famoso', 'por', 'seus', 'papéis', 'em', 'the', 'warrior', '(2001),', 'maqbool', '(2003),', 'haasil', '(2004),', 'the', 'namesake', '(2006),', 'a', 'mighty', 'heart', '(2007),', 'slumdog', 'millionaire', '(2008),', 'billu', '(2009),', 'new', 'york', '(2009)', 'e', 'new', 'york,', 'i', 'love', 'you', '(2009).', 'participou', 'em', 'três', 'filmes', 'de', 'grande', 'sucesso,', 'sendo', 'eles', 'the', 'amazing', 'spider-man', 'e', 'life', 'of', 'pi,', 'em', '2012,', 'e', 'jurassic', 'world,', 'em', '2015.', 'em', 'março', 'de', '2018', 'revelou', 'estar', 'em', 'tratamento', 'médico', 'contra', 'uma', 'rara', 'doença,', 'sem', 'dar', 'mais', 'detalhes.']",106,106
"['O', 'B-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['charaka', '(चरक,', 'na', 'escrita', 'devanágari', 'do', 'sânscrito;', 'século', 'i', 'a', 'século', 'ii)', 'foi', 'um', 'médico', 'indiano', 'ao', 'qual', 'lhe', 'é']",20,20
