ner_tags,tokens,lnt,lnn
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['لسوتو', '(به', 'انگلیسی:', 'lesotho،', '/ləˈsu:.tu:/)', 'با', 'نام', 'رسمی', 'پادشاهی', 'لسوتو', '(به', 'انگلیسی:', 'kingdom', 'of', 'lesotho)', 'کشوری', 'محصوردرخشکی', 'واقع', 'در', 'جنوب', 'آفریقا', 'است.']",22,22
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['این', 'شهر', 'از', 'جمله', 'شهرهای', 'صنعتی', 'و', 'علمی', 'آلمان', 'است', 'و', 'با', 'قرارگرفتن', 'دو', 'دانشگاه', 'فریدریش-آلکساندر', 'ارلانگن-نورنبرگ', 'و', 'دانشگاه', 'صنعتی', 'نورنبرگ', 'در', 'این', 'شهر', 'از', 'لحاظ', 'علمی', 'از', 'رتبهٔ', 'بالایی', 'برخوردار', 'می\u200cباشد.']",32,32
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['سامارا', 'ویوینگ', '(به', 'انگلیسی:', 'samara', 'weaving)', '(زاده', '۲۳', 'فوریه', '۱۹۹۲)', 'بازیگر،', 'مدل', 'استرالیایی', 'است.']",14,14
"['O', 'O', 'O', 'B-HumanSettlement', 'I-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['دوران', 'پادشاهی', 'و', 'خلافت', 'عباسیان', 'در', 'سال', '۱۲۵۸', 'با', 'غارت', 'بغداد', 'توسط', 'مغولان', 'در', 'زمان', 'هلاکوخان', 'و', 'اعدام', 'مستعصم', 'به', 'پایان', 'رسید.']",22,22
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['سوریه', 'از', 'سمت', 'غرب', 'به', 'دریای', 'مدیترانه', 'پیوند', 'می\u200cخورد', 'دمشق', 'پایتخت', 'سوریه', 'و', 'حلب', 'بزرگ\u200cترین', 'شهر', 'آن', 'است.موقعیت', 'سوریه', 'در', 'غرب', 'آسیا', 'و', 'ساحل', 'شرقی', 'مدیترانه', 'در', 'طول', 'تاریخ', 'جایگاهی', 'استراتژیک', 'به', 'این', 'کشور', 'بخشیده\u200cاست.']",35,35
"['O', 'O', 'O', 'O', 'B-HumanSettlement', 'I-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['میزان', 'رشد', 'سالانهٔ', 'جمعیت', 'ساوت', 'شیلدز', '\u200e-۰٫۵۸', 'درصد', 'می\u200cباشد', 'و', 'جمعیت', 'این', 'شهر', 'در', 'سال', '۲۰۱۲', 'به', '۷۷٫۷۴۲', 'نفر', 'تغییر', 'یافت.']",21,21
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O']","['جمعیت', 'این', 'شهر', 'در', 'سرشماری', 'سال', '۲۰۱۱', 'میلادی،', '۲۳۰۰۰', 'نفر', 'بود.قلعه', 'چهارگوش', 'مردکان', 'در', 'این', 'شهر', 'قرار', 'دارد.']",18,18
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O']","['از', 'این\u200cرو', 'نام', 'شهر', 'را', 'در', 'سال', '۱۹۵۰', 'به', '«مونشن', 'گلادباخ»', 'و', 'نهایتاً', 'در', 'سال', '۱۹۶۰', 'به', '«مونشن\u200cگلادباخ»', 'تغییر', 'دادند.']",20,20
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O']","['جمعیت', 'میانمار', 'بیش', 'از', '۵۴/۳', 'میلیون', 'نفر،', 'زبان', 'رسمی', 'این', 'کشور', 'برمه\u200cای', 'و', 'واحد', 'پول', 'آن', 'کیات', 'است.']",18,18
"['O', 'O', 'O', 'O', 'B-HumanSettlement', 'O']","['این', 'شهر', 'مرکز', 'شهرستان', 'محمودآباد', 'است.']",6,6
"['O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['اتحاد', 'قُمُر', 'یا', 'مجمع\u200cالجزایر', 'قمر', 'یا', 'کومور', '(به', 'عربی:', 'الإتّحاد', 'القمریّ)', 'و', '(به', 'فرانسوی:', 'union', 'des', 'comores)،', 'مجمع\u200cالجزایری', 'است', 'که', 'در', 'جنوب', 'شرقی', 'آفریقا', 'و', 'آب\u200cهای', 'اقیانوس', 'هند', 'و', 'شرق', 'سواحل', 'موزامبیک', 'و', 'شمال', 'غربی', 'ماداگاسکار', 'قرار', 'دارد.']",38,38
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'I-HumanSettlement', 'I-HumanSettlement', 'O', 'O', 'O', 'O', 'O']","['به\u200cرغم', 'حضور', '۱۱', 'هزار', 'نیروی', 'حافظ', 'صلح', 'سازمان', 'ملل', 'متحد،', 'هنوز', 'بسیاری', 'از', 'بخش\u200cهای', 'این', 'کشور', 'تحت', 'کنترل', 'نیروهای', 'شورشی', 'و', 'باندهای', 'تبهکاری', 'است.جمهوری', 'آفریقای', 'مرکزی', 'از', 'کشورهای', 'فقیر', 'جهان', 'است.']",31,31
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['سنگال', '(به', 'انگلیسی:', 'senegal)', 'با', 'نام', 'رسمی', 'جمهوری', 'سنگال', '(به', 'انگلیسی:', 'republic', 'of', 'senegal)', 'کشوری', 'در', 'غرب', 'آفریقا', 'است.']",19,19
"['O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['این', 'شهر', 'مرکز', 'استان', 'مورمانسک', 'روسیه', 'است', 'و', 'دارای', 'بندری', 'در', 'خلیج', 'کولا', 'می\u200cباشد.']",14,14
"['O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['اِستونی', '(به', 'استونیایی:', 'eesti)', 'با', 'نام', 'رسمی', 'جمهوری', 'استونی', '(به', 'استونیایی:', 'eesti', 'vabariik)', 'کشوری', 'در', 'منطقه', 'بالتیک', 'در', 'شمال', 'اروپا', 'است.']",21,21
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O']","['گالری', 'اوفیتزی،', 'گالری', 'آکادمیا،', 'موزه', 'ملی', 'سن', 'مارکو،', 'کاسا', 'بوناروتی،', 'موزه', 'ملی', 'بارجلو', 'و', 'موزه', 'گالیله', 'از', 'جمله', 'مهم\u200cترین', 'موزه\u200cهای', 'فلورانس', 'هستند.']",22,22
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['آبادان', 'شهری', 'در', 'استان', 'خوزستان', 'و', 'مرکز', 'شهرستان', 'آبادان', 'است', 'و', 'بر', 'جزیره', 'آبادان', 'در', '۵۳', 'کیلومتری', 'خلیج', 'فارس', 'جای', 'گرفته\u200c', 'است.']",22,22
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ولادیمیر-سوزدال', '(روسی:', 'владимирско-су́здальская)', 'یا', 'دوک\u200cنشین', 'بزرگ', 'ولادیمیر', '(۱۱۵۷–۱۳۳۱', 'میلادی)', 'یکی', 'از', 'شاهزاده\u200cنشین\u200cهای', 'عمدهٔ', 'پیرو', 'روس', 'کیف', 'در', 'پایان', 'سدهٔ', '۱۲', 'میلادی', 'به', 'مرکزیت', 'شهر', 'ولادیمیر', 'بود.']",26,26
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['سینیتسا', '(به', 'صربی:', 'sjenica)', 'یک', 'شهرستان', 'در', 'صربستان', 'است', 'که', 'در', 'ناحیه', 'زلاتیبور', 'واقع', 'شده\u200cاست.']",15,15
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O']","['پروس', 'یا', 'پروسیا', '(پروسی', 'قدیم:', 'prūsa،', '(به', 'آلمانی:', 'preußen)', 'تلفظ', 'آلمانی:', '[/ˈpʁɔɪ̯sn̩/]،', '(به', 'لهستانی:', 'prusy))', 'در', 'ابتدا', 'منطقۀ', 'سکونت', 'قوم', 'بالتی', 'غربی', 'به', 'نام', 'پروس\u200cها', 'بوده\u200cاست.']",26,26
"['O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['شهر', 'کرایووا', '(به', 'رومانیایی:', 'craiova)', 'در', 'شهرستان', 'دول', 'در', 'کشور', 'رومانی', 'واقع', 'شده\u200cاست.']",13,13
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['کرواسی', '(به', 'کروات:', 'hrvatska)', 'با', 'نام', 'رسمی', 'جمهوری', 'کرواسی', '(به', 'کروات:', 'republika', 'hrvatska)', 'کشوری', 'است', 'واقع', 'در', 'منطقه', 'بالکان', '(جنوب', 'مرکزی', 'اروپا)', 'که', 'از', 'شمال', 'با', 'اسلوونی', 'و', 'مجارستان،', 'از', 'شمال', 'شرقی', 'با', 'صربستان،', 'از', 'شرق', 'با', 'بوسنی', 'و', 'هرزگوین', 'و', 'از', 'جنوب', 'با', 'مونته\u200cنگرو', 'و', 'دریای', 'آدریاتیک', 'هم\u200cمرز', 'است.']",50,50
"['O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['دانشگاه', 'علوم', 'پزشکی', 'سبزوار،', 'دانشگاه', 'حکیم', 'سبزواری', 'و', 'دانشگاه', 'آزاد', 'اسلامی', 'دانشگاه\u200cهای', 'مهم', 'این', 'شهر', 'می\u200cباشند.']",16,16
"['O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['هم\u200cاکنون', 'شهر', 'لهاسا', 'در', 'خاک', 'و', 'قلمرو', 'جمهوری', 'خلق', 'چین', 'قرار', 'دارد،', 'و', 'به', 'عنوان', 'مرکز', 'استان', 'تبت', 'نامیده', 'می\u200cشود.']",20,20
"['O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O']","['نام', 'بلگراد', 'به', 'معنی', 'شهر', 'سفید', 'می\u200cباشد.']",7,7
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['هایوورث', '(به', 'انگلیسی:', 'highworth)', 'یک', 'شهرک', 'در', 'بریتانیا', 'است', 'که', 'در', 'انگلستان', 'واقع', 'شده\u200cاست.']",14,14
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['از', 'اواخر', 'دهه', '۱۹۵۰', 'تا', 'اوایل', 'دهه', '۱۹۷۰،', 'کاتالونیا', 'شاهد', 'رشد', 'سریع', 'اقتصادی', 'و', 'جذب', 'بسیاری', 'از', 'کارگران', 'از', 'سراسر', 'اسپانیا', 'بود', 'که', 'بارسلونا', 'را', 'یکی', 'از', 'بزرگترین', 'مناطق', 'شهری', 'صنعتی', 'در', 'اروپا', 'ساخت', 'و', 'کاتالونیا', 'را', 'به', 'مقصد', 'مهم', 'توریستی', 'تبدیل', 'کرد', 'لذا', 'در', 'دوران', 'انتقال', 'به', 'دمکراسی', '(۱۹۷۵–۱۹۸۲)،', 'کاتالونیا', 'استقلال', 'محلی', 'قابل', 'توجهی', 'در', 'امور', 'سیاسی،', 'آموزشی،', 'زیست\u200cمحیطی،', 'فرهنگی', 'به', 'دست', 'آورد', 'و', 'در', 'حال', 'حاضر', 'یکی', 'از', 'جوامع', 'پویای', 'اقتصادی', 'در', 'اسپانیا', 'است.']",76,76
"['O', 'B-HumanSettlement', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['گردشگری', 'سیراف:بندر', 'سیراف', 'بواسطه', 'واقع', 'شدن', 'در', 'بین', 'دو', 'منطقه', 'انرژی', 'پارس', 'جنوبی', 'و', 'منطقه', 'انرژی', 'کنگان', 'دارای', 'ویژگی', 'خاصی', 'است', 'آثار', 'باستانی', 'و', 'همچنین', 'دریای', 'زیبای', 'سیراف', 'به', 'دلیل', 'نزدیکی', 'به', 'شهر', 'جم،', 'شیراز', 'و', 'استان', 'فارس', 'جاذب', 'گردشگران', 'بسیاری', 'شده\u200cاست.']",42,42
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O']","['در', 'دهه', '۱۹۹۰،', 'برنامه\u200cهای', 'بازسازی', 'و', 'نوین\u200cسازی', 'بیروت', 'از', 'سوی', 'دولت', 'رفیق', 'حریری', 'انجام', 'پذیرفت', 'و', 'در', 'سال', '۲۰۰۵،', 'نیروهای', 'سوریه', 'از', 'چیرگی', 'بر', 'لبنان', 'و', 'بیروت', 'درآمدند.']",28,28
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O']","['به', 'خاطر', 'وجود', 'باغ\u200cهای', 'فراوان', 'میوه', 'در', 'داخل', 'و', 'بیرون', 'از', 'شهر', 'و', 'تولیدات', 'میوه', 'و', 'خشکبار', 'آن،', 'به', 'کویته', '«سبد', 'میوه', 'پاکستان»', 'هم', 'گفته\u200cاند.']",25,25
"['O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'B-HumanSettlement', 'O']","['در', 'سال', '۱۹۱۹', 'اولین', 'جمهوری', 'اتریش', 'جانشین', 'قانونی', 'اتریش', 'شد.']",10,10
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O']","['خُرَمشَهر', 'شهری', 'در', 'استان', 'خوزستان', 'و', 'مرکز', 'شهرستان', 'خرمشهر', 'است.']",10,10
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['این', 'بیابان', 'سرشار', 'از', 'فلزاتی', 'معدنی', 'همچون', 'مس،', 'طلا', 'و', 'نقره', 'است', 'که', 'در', 'سال', '۲۰۱۵', 'تنها', '۵٬۷', 'میلیون', 'تن', 'مس', 'از', 'این', 'بیابان', 'استخراج', 'و', 'سپس', 'صادر', 'شده\u200cاست.یکی', 'از', 'مهم\u200cترین', 'رویدادها', 'در', 'تاریخ', 'کشور', 'شیلی', 'مربوط', 'به', 'دههٔ', '۷۰', 'میلادی', 'است', 'زمانی', 'که', 'سالوادور', 'آلنده', 'از', 'حزب', 'مارکسیست', 'شیلی', 'در', 'انتخابات', 'این', 'کشور', 'پیروز', 'و', 'به', 'عنوان', 'رئیس\u200cجمهور', 'برگزیده', 'شد', 'اما', 'پس', 'از', 'آن', 'در', 'کودتای', '۱۱', 'سپتامبر', '۱۹۷۳', 'به', 'رهبری', 'آگوستو', 'پینوشه', 'و', 'با', 'کمک', 'و', 'تأثیرگذاری', 'سازمان', 'سیا،', 'ژنرال', 'پینوشه', 'موفق', 'به', 'اجرای', 'کودتا', 'در', 'این', 'کشور', 'شد.']",91,91
"['B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['بورنموث', '(به', 'انگلیسی:', 'bournemouth)', 'شهری', 'در', 'نوار', 'ساحلی', 'جنوب', 'غربی', 'انگلستان', 'واقع', 'در', 'منطقهٔ', 'دورست', 'این', 'کشور', 'است.']",18,18
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['از', 'این', 'پس', 'به', 'مدت', 'چهل', 'سال', 'و', 'اندی', 'از', '۱۹۴۵', 'تا', '۱۹۸۹م', 'دولت', 'کمونیستی', 'بر', 'رومانی', 'فرمان', 'راند.در', 'سال', '۱۹۸۹،', 'نیکلای', 'چائوشسکو،', 'دیکتاتور', 'کمونیست', 'کشور', 'در', 'پی', 'شورش', 'مردم', 'رومانی', 'سرنگون', 'و', 'نظام', 'این', 'کشور', 'به', 'یک', 'نظام', 'چندحزبی', 'مبدل', 'شد.']",42,42
"['O', 'O', 'O', 'O', 'O', 'B-HumanSettlement', 'I-HumanSettlement', 'I-HumanSettlement', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['واحد', 'پول', 'این', 'کشور', 'کینای', 'پاپوآ', 'گینه', 'نو', 'و', 'شیوه', 'حکومتی', 'آن', 'دموکراسی', 'پارلمانی', 'و', 'پادشاهی', 'مشروطه', 'است.']",18,18
