ner_tags,tokens,lnt,lnn
"['O', 'B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['på', 'dave', 'pelzers', 'webbplats', 'kan', 'man', 'läsa', 'att', 'två', 'av', 'hans', 'böcker', 'nominerats', 'till', 'pulitzerpriset,', 'att', 'han', 'bar', 'facklan', 'för', 'de', 'olympiska', 'sommarspelen', '1996,', 'att', 'han', 'vunnit', 'utmärkelsen', '""outstanding', 'young', 'persons', 'of', 'the', 'world', 'award""', 'med', 'flera', 'utmärkelser.']",38,38
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['sara', 'bareilles,', 'född', '7', 'december', '1979', 'i', 'eureka,', 'kalifornien,', 'är', 'en', 'amerikansk', 'musiker.']",13,13
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['alt', 'er', 'så', 'nær', 'meg', 'om', 'sin', 'mor,', 'poeten', 'inger', 'hagerup.', 'klaus', 'hagerup', 'har', 'mottagit', 'flera', 'litterära', 'priser', 'för', 'sina', 'böcker.']",21,21
"['O', 'O', 'O', 'B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['astrid', 'maria', 'elisabet', 'lisette', 'schulman,', 'född', 'stolpe', 'den', '13', 'juni', '1951', 'i', 'karlskoga', 'församling,', 'död', '19', 'februari', '2015', 'i', 'stockholm,', 'var', 'en', 'svensk', 'tv-programledare', 'och', 'därefter', 'informationschef', 'inom', 'näringslivet.']",29,29
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['louis', 'gallodier,', 'född', '1733,', 'död', '1803,', 'var', 'en', 'fransk', 'dansare', 'som', 'tillbringade', 'större', 'delen', 'av', 'sin', 'karriär', 'i', 'sverige,', 'där', 'han', 'fick', 'stor', 'betydelse', 'för', 'utvecklingen', 'av', 'den', 'svenska', 'baletten;', 'han', 'blev', 'kungliga', 'balettens', 'första', 'balettmästare', 'och', 'anses', 'vara', 'grundaren', 'för', 'den', 'svenska', 'balettkonsten.']",44,44
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['amerigo', 'vespucci,', 'född', '9', 'mars', '1454', 'i', 'florens,', 'död', '22', 'februari', '1512', 'i', 'sevilla,', 'spanien,', 'var', 'en', 'italiensk', 'sjöfarare', 'och', 'upptäcktsresande,', 'som', 'främst', 'är', 'känd', 'för', 'att', 'världsdelen', 'amerika', 'namngivits', 'efter', 'honom.']",32,32
"['O', 'B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['karl', 'wolf', 'biermann,', 'född', '15', 'november', '1936', 'i', 'hamburg,', 'är', 'en', 'tysk', 'vissångare', 'och', 'författare.']",15,15
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['bjørn', 'nørgaard,', 'född', '21', 'maj', '1947', 'i', 'köpenhamn,', 'är', 'en', 'dansk', 'performancekonstnär', 'och', 'skulptör.']",14,14
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['jennifer', 'hudson,', 'född', '12', 'september', '1981', 'i', 'chicago,', 'illinois,', 'är', 'en', 'amerikansk', 'sångare', 'och', 'oscarbelönad', 'skådespelare.']",16,16
"['O', 'O', 'O', 'O', 'O', 'O', 'B-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['genom', 'porträtteringen', 'i', 'platons', 'dialoger', 'har', 'sokrates', 'blivit', 'ryktbar', 'för', 'sina', 'bidrag', 'inom', 'etikens', 'område.']",15,15
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['viveka', 'linder,', 'senast', 'folkbokförd', 'vivika', 'hilda', 'ellen', 'skarstedt,', 'född', '13', 'oktober', '1918', 'i', 'oscars', 'församling', 'i', 'stockholm,', 'död', '14', 'maj', '1968', 'i', 'västerleds', 'församling', 'i', 'stockholm,', 'var', 'en', 'svensk', 'skådespelare.']",30,30
"['B-Artist', 'I-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['jacob', 'von', 'falke,', 'född', 'i', 'ratzeburg', '21', 'juni', '1825,', 'död', '8', 'juni', '1897', 'i', 'lovran,', 'kroatien', 'var', 'en', 'tysk', 'konsthistoriker,', 'författare', 'och', 'estetiker.']",23,23
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['vincent', 'cassel,', 'ursprungligen', 'crochon,', 'född', '23', 'november', '1966', 'i', 'paris,', 'är', 'en', 'fransk', 'skådespelare.']",14,14
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['victorien', 'sardou,', 'född', 'den', '5', 'september', '1831', 'i', 'paris,', 'död', 'där', 'den', '8', 'november', '1908,', 'var', 'en', 'fransk', 'dramatiker.']",19,19
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['lars-åke', 'wilhelmsson,', 'född', '8', 'september', '1958', 'i', 'furuvik', 'utanför', 'gävle,', 'är', 'en', 'svensk', 'modedesigner,', 'dragshowartist', 'och', 'komiker', 'främst', 'känd', 'för', 'sina', 'framträdanden', 'som', 'babsan.']",24,24
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ragnar', 'bragason,', 'född', '15', 'september', '1971', 'i', 'súðavík,', 'västfjordarna,', 'är', 'en', 'isländsk', 'filmregissör.']",13,13
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['gustave', 'courbet,', 'född', '10', 'juni', '1819', 'i', 'ornans', 'nära', 'besançon', 'i', 'frankrike,', 'död', '31', 'december', '1877', 'i', 'schweiz,', 'var', 'en', 'fransk', 'målare.']",22,22
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nikola', 'sarcevic,', 'född', '9', 'juli', '1974', 'i', 'örebro,', 'är', 'en', 'svensk', 'musiker,', 'känd', 'som', 'sångare,', 'basist', 'och', 'huvudsaklig', 'låtskrivare', 'i', 'skatepunkbandet', 'millencolin.']",22,22
"['O', 'O', 'O', 'O', 'O', 'B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['hon', 'hade', 'en', 'tv-show,', 'the', 'shirley', 'bassey', 'show', 'som', 'gick', 'i', 'sex', 'avsnitt', '1976', 'och', 'i', 'lika', 'många', 'året', 'därpå.']",20,20
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['hannes', 'saari,', 'född', '25', 'april', '1886', 'i', 'uleåborg,', 'död', '13', 'juli', '1967', 'i', 'astoria,', 'usa,', 'var', 'en', 'amerikafinländsk', 'sångare,', 'sångtextförfattare', 'och', 'körledare.']",22,22
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Artist', 'I-Artist', 'O']","['för', 'juristen', 'och', 'vice', 'häradshövdingen', 'med', 'samma', 'namn,', 'se', 'gustaf', 'edgren', '(jurist).']",12,12
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['leonard', 'alfred', 'schneider,', 'mer', 'känd', 'under', 'artistnamnet', 'lenny', 'bruce,', 'född', '13', 'oktober', '1925', 'i', 'mineola', 'i', 'delstaten', 'new', 'york,', 'död', '3', 'augusti', '1966', 'i', 'los', 'angeles', 'i', 'kalifornien,', 'var', 'en', 'amerikansk', 'kontroversiell', 'ståuppkomiker', 'och', 'satiriker', 'under', '1950-', 'och', '1960-talen.']",39,39
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['peter', 'behrens,', 'född', '14', 'april', '1868', 'i', 'hamburg,', 'tyskland,', 'död', '27', 'februari', '1940', 'i', 'berlin,', 'var', 'en', 'arkitekt.']",18,18
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['jean-françois', 'lesueur', '(även', 'le', 'sueur),', 'född', 'den', '15', 'februari', '1760', 'i', 'drucat', 'nära', 'abbeville,', 'död', 'den', '6', 'oktober', '1837', 'i', 'paris,', 'var', 'en', 'fransk', 'tonsättare', 'och', 'kapellmästare.']",27,27
"['O', 'O', 'B-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['carl', 'michael', 'bellman,', 'född', '4', 'februari', '1740', '(enl.', 'g.s.)', 'i', 'stockholm,', 'död', '11', 'februari', '1795', 'i', 'stockholm,', 'var', 'en', 'svensk', 'skald.']",21,21
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['hermann', 'kurz,', 'född', '30', 'november', '1813', 'i', 'reutlingen,', 'död', '10', 'oktober', '1873', 'i', 'tübingen,', 'var', 'en', 'tysk', 'författare.']",18,18
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['theodor', 'kallifatides', '(grekiska:', 'θοδωρής', 'καλλιφατίδης', 'thodorís', 'kallifatídis),', 'född', '12', 'mars', '1938', 'i', 'byn', 'molai', 'i', 'lakonien', 'på', 'peloponnesos', 'i', 'grekland,', 'är', 'en', 'svensk', 'författare', 'och', 'översättare.']",26,26
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['gustav', 'funck', 'i', 'ätten', 'funck', 'är', 'son', 'till', 'thomas', 'och', 'eva', 'funck.']",12,12
"['O', 'O', 'O', 'O', 'O', 'O', 'B-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['flera', 'nytryck', 'med', 'valda', 'kopparstick', 'ur', 'swiddes', 'produktion', 'har', 'utgavs', 'under', 'åren', 'i', 'olika', 'publikationer,', 'varav', 'några', 'är', 'nytryck', 'från', 'bevarade', 'plåtar', 'på', 'nationalmuseum.']",24,24
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['kirsti', 'sparboe,', 'född', '7', 'december', '1946', 'i', 'tromsø,', 'norge,', 'är', 'en', 'norsk', 'sångare', 'och', 'skådespelare.']",15,15
"['O', 'B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['olof', 'wilhelm', 'peterson-berger,', 'född', '27', 'februari', '1867', 'i', 'ullånger', 'i', 'ångermanland,', 'död', '3', 'december', '1942', 'i', 'östersund,', 'var', 'en', 'svensk', 'tonsättare', 'och', 'musikskriftställare.']",23,23
"['O', 'B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['skådespelerskan', 'adrienne', 'lecouvreur', 'gick', 'dock', 'sin', 'egen', 'väg', 'genom', 'att', 'spela', 'med', 'mindre', 'tillgjordhet', 'och', 'fokusera', 'på', 'rollens', 'inre', 'liv,', 'och', 'spelstilen', 'blev', 'alltså', 'mer', 'naturalistisk.']",26,26
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['christina', 'stürmer,', 'född', '9', 'juni', '1982', 'i', 'altenberg', 'bei', 'linz,', 'är', 'en', 'österrikisk', 'sångerska.']",14,14
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['francis', 'poulenc,', 'född', '7', 'januari', '1899', 'i', 'paris,', 'död', '30', 'januari', '1963', 'i', 'paris,', 'var', 'en', 'fransk', 'tonsättare', 'och', 'pianist.']",20,20
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ray', 'charles', 'robinson,', 'född', '23', 'september', '1930', 'i', 'albany,', 'georgia,', 'död', '10', 'juni', '2004', 'i', 'beverly', 'hills,', 'kalifornien,', 'var', 'en', 'amerikansk', 'sångare,', 'pianist,', 'kompositör', 'och', 'arrangör.']",26,26
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['eva-lisa', 'lennartsson', 'född', '6', 'april', '1910', 'i', 'stockholm,', 'död', '23', 'januari', '1999', 'i', 'stockholm,', 'var', 'en', 'svensk', 'sångerska', 'och', 'recitratris.']",20,20
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['witold', 'lutosławski', '(ipa:', '/vitɔlt', 'lutɔswafski/),', 'född', '25', 'januari', '1913', 'i', 'warszawa,', 'död', '7', 'februari', '1994', 'i', 'samma', 'stad,', 'var', 'en', 'polsk', 'tonsättare,', 'pianist', 'och', 'dirigent.']",25,25
"['B-Artist', 'I-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['elizabeth', 'cady', 'stanton,', 'född', '12', 'november', '1815', 'i', 'johnstown', 'i', 'new', 'york,', 'död', '26', 'oktober', '1902', 'i', 'new', 'york', 'i', 'new', 'york,', 'var', 'en', 'amerikansk', 'reformator', 'och', 'ledare', 'för', 'suffragettrörelsen.']",30,30
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['malcolm', 'mclaren,', 'född', '22', 'januari', '1946', 'i', 'london,', 'död', '8', 'april', '2010', 'i', 'bellinzona', 'i', 'schweiz', '(av', 'malignt', 'mesoteliom),', 'var', 'en', 'brittisk', 'konstnär,', 'författare,', 'musiker', 'och', 'manager.']",27,27
"['O', 'O', 'B-Artist', 'I-Artist', 'O', 'O', 'O']","['för', 'konstnären', 'elisabeth', 'olin', 'se', 'ellie', 'olin']",7,7
"['O', 'B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['john', 'rolf', 'husberg,', 'född', '20', 'juni', '1908', 'i', 'kungsholms', 'församling', 'i', 'stockholm,', 'död', '2', 'november', '1998', 'i', 'oscars', 'församling', 'i', 'stockholm,', 'var', 'en', 'svensk', 'regissör,', 'filmfotograf,', 'manusförfattare', 'och', 'skådespelare.']",29,29
"['B-Artist', 'I-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['johann', 'joachim', 'quantz,', 'född', '1697', 'i', 'scheden,', 'död', '1773', 'i', 'potsdam,', 'var', 'tysk', 'tonsättare', 'och', 'flöjtvirtuos,', 'som', 'författade', 'en', 'viktig', 'lärobok', 'för', 'traversflöjtspel,', 'versuch', 'einer', 'anweisung', 'die', 'flöte', 'traversière', 'zu', 'spielen,', 'och', 'gjorde', 'mekaniska', 'förbättringar', 'av', 'instrumentet.']",37,37
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['frankie', 'poullain,', 'född', '15', 'april', '1967', 'i', 'edinburgh', 'i', 'skottland,', 'som', 'francis', 'gilles', 'poullain-patterson.']",14,14
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['lasse', 'holm', 'medverkade', 'under', '1960-talet', 'i', 'pop-', 'och', 'rockgrupperna', 'doug', 'and', 'the', 'millsmen,', 'the', 'spacemen', 'och', 'the', 'moonlighters', '(i', 'sistnämnda', 'gruppen', 'under', 'pseudonymen', 'larry', 'moon).']",25,25
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Artist', 'O']","['blur', 'är', 'en', 'brittisk', 'alternative', 'rock-grupp,', 'bildad', '1989', 'i', 'london', 'av', 'damon', 'albarn', '(sång),', 'graham', 'coxon', '(gitarr),', 'alex', 'james', '(elbas)', 'och', 'dave', 'rowntree', '(trummor).']",24,24
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['james', 'whale,', 'född', '22', 'juli', '1889', 'i', 'dudley', 'i', 'worcestershire,', 'död', '29', 'maj', '1957', 'i', 'hollywood', 'i', 'los', 'angeles,', 'var', 'en', 'brittisk', 'teater-', 'och', 'filmregissör.']",25,25
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['jean-jacques', 'rousseau', '(franska:', '[ʒɑ̃ˈʒak', 'ʁuˈso]),', 'född', '28', 'juni', '1712', 'i', 'genève,', 'död', '2', 'juli', '1778', 'i', 'ermenonville,', 'oise,', 'var', 'en', 'schweizisk-fransk', 'författare,', 'upplysningsfilosof', 'och', 'autodidakt', 'kompositör.']",26,26
"['O', 'O', 'O', 'B-Artist', 'I-Artist', 'O', 'O']","['""higher""', 'blev', 'även', 'erik', 'grönwalls', 'första', 'singel.']",7,7
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['singelns', 'framgång', 'i', 'usa', 'föranledde', 'ett', 'informellt', 'möte', 'mellan', 'ne-yo', 'och', 'chefen', 'för', 'def', 'jam', 'recordings', 'att', 'underteckna', 'ett', 'skivkontrakt.']",20,20
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O']","['titus', 'livius,', 'född', 'cirka', '59', 'f.']",6,6
"['O', 'O', 'B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['många', 'av', 'stephen', 'kings', 'böcker', 'har', 'legat', 'på', 'bästsäljarlistorna', 'och', 'sammantaget', 'uppskattats', 'hans', 'böcker', 'ha', 'sålt', '350', 'miljoner', 'exemplar.']",19,19
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nicky', 'hopkins', 'var', 'en', 'skicklig', 'studiopianist', 'som', 'under', '1960-', 'och', '1970-talen', 'arbetade', 'med', 'många', 'av', 'de', 'då', 'största', 'musikgrupperna.']",19,19
"['O', 'O', 'O', 'O', 'B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['efter', 'broderns', 'död', 'samarbetade', 'ira', 'gershwin', 'med', 'bland', 'andra', 'jerome', 'kern,', 'harold', 'arlen', 'och', 'kurt', 'weill.']",16,16
"['B-Artist', 'I-Artist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['per', 'fly', 'plejdrup,', 'född', '14', 'januari', '1960', 'i', 'skive,', 'är', 'en', 'dansk', 'filmregissör', 'och', 'manusförfattare.']",15,15
