ner_tags,tokens,lnt,lnn
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['in', 'the', 'season', '5', 'atlantis', 'episode', '""ghost', 'in', 'the', 'machine"",', 'the', 'consciousness', 'of', 'elizabeth', 'weir,', 'having', 'been', 'transferred', 'to', 'sub-space', 'by', 'a', 'group', 'of', 'replicators', 'hoping', 'to', 'ascend,', 'was', 'transferred', 'to', 'a', 'replicator', 'template', 'and', 'portrayed', 'by', 'michelle', 'morgan.']",39,39
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['sigismondo', 'caula', '(1637–1724)', 'was', 'an', 'italian', 'painter', 'of', 'the', 'baroque', 'style.']",11,11
"['O', 'B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['johann', 'philipp', 'gerlach', '(24', 'july', '1679', '–', '17', 'september', '1748)', 'was', 'a', 'prussian', 'court', 'architect,', 'who', 'built', 'churches', 'and', 'public', 'buildings', 'in', 'and', 'around', 'berlin.']",25,25
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['john', 'c.', 'tully', 'is', 'a', 'theoretical', 'chemist,', 'a', 'researcher', 'and', 'sterling', 'professor', 'emeritus', 'of', 'chemistry', 'at', 'yale', 'university.']",18,18
"['O', 'O', 'O', 'O', 'O', 'B-OtherPER', 'O', 'B-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['much', 'of', 'the', 'information', 'about', 'jayashakti', 'and', 'vijayashakti', 'in', 'chandela', 'records', 'is', 'eulogistic', 'in', 'nature,', 'and', 'of', 'little', 'historical', 'value.']",20,20
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['aristide', 'boucicaut', '(french:', '[aʁistid', 'busiko];', 'july', '14,', '1810', '–', 'december', '26,', '1877)', 'was', 'a', 'french', 'entrepreneur', 'who', 'created', 'le', 'bon', 'marché,', 'the', 'first', 'modern', 'department', 'store.']",26,26
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['curt', 'menefee', '(born', 'july', '22,', '1965)', 'is', 'an', 'american', 'sportscaster', 'who', 'is', 'currently', 'the', 'play-by-play', 'commentator', 'for', 'seattle', 'seahawks', 'preseason', 'football,', 'the', 'usfl', 'on', 'fox', 'and', 'is', 'the', 'host', 'of', 'the', 'fox', ""network's"", 'nfl', 'pregame', 'show', 'fox', 'nfl', 'sunday.']",39,39
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['domenico', 'fiasella', '(12', 'august', '1589', '–', '19', 'october', '1669)', 'was', 'an', 'italian', 'painter', 'of', 'the', 'baroque', 'period,', 'mainly', 'active', 'in', 'genoa.']",21,21
"['O', 'O', 'O', 'O', 'O', 'O', 'B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O']","['some', 'scholars', 'believe', 'that,', 'like', 'bruriah,', 'ima', 'shalom', 'was', 'the', 'composite', 'of', 'several', 'people.']",14,14
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['paul', 'behrens', '(1893–1984)', 'was', 'a', 'clockmaker', 'in', 'lübeck', 'in', 'northern', 'germany.']",11,11
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['scipione', 'breislak', '(1748', '–', '15', 'february', '1826),', 'italian', 'geologist', 'of', 'swedish', 'parentage,', 'was', 'born', 'in', 'rome', 'in', '1748.']",18,18
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['scott', 'waites', '(born', '17', 'february', '1977)', 'is', 'an', 'english', 'professional', 'darts', 'player', 'who', 'plays', 'in', 'tournaments', 'of', 'the', 'professional', 'darts', 'corporation', '(pdc).']",22,22
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['sybold', 'van', 'ravesteyn', '(born', 'sijbold', 'van', 'ravesteijn,', '18', 'february', '1889,', 'rotterdam', '—', '23', 'november', '1983,', 'laren)', 'was', 'a', 'dutch', 'architect.']",20,20
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['john', 'william', 'fletcher', '(born', 'jean', 'guillaume', 'de', 'la', 'fléchère;', '12', 'september', '1729', '–', '14', 'august', '1785)', 'was', 'a', 'swiss-born', 'english', 'divine', 'and', 'methodist', 'leader.']",24,24
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['he', 'followed', 'his', 'father', 'andreas', 'bang-haas', 'into', 'the', 'business.']",9,9
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['henry', 'walter', 'bates', '(8', 'february', '1825,', 'in', 'leicester', '–', '16', 'february', '1892,', 'in', 'london)', 'was', 'an', 'english', 'naturalist', 'and', 'explorer', 'who', 'gave', 'the', 'first', 'scientific', 'account', 'of', 'mimicry', 'in', 'animals.']",30,30
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['rodolfo', 'gonzaga', '(18', 'april', '1452,', 'in', 'mantua', '–', '6', 'july', '1495,', 'in', 'fornovo)', 'was', 'an', 'italian', 'condottiero.']",17,17
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherPER']","['he', 'was', 'the', 'cousin', 'of', 'devaki,', 'the', 'mother', 'of', 'the', 'deity', 'krishna;', 'krishna', 'ultimately', 'fulfilled', 'a', 'prophecy', 'by', 'slaying', 'kamsa.']",20,20
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['max', 'neukirchner', '(born', '20', 'april', '1983', 'in', 'stollberg,', 'east', 'germany)', 'is', 'a', 'professional', 'motorcycle', 'racer', 'currently', 'competing', 'in', 'the', 'endurance', 'fim', 'world', 'championship', 'aboard', 'a', 'yamaha', 'yzf-r1.']",27,27
"['B-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['roxana', '(c.', '340', 'bc', '–', '310', 'bc,', 'ancient', 'greek:', 'ῥωξάνη;', 'old', 'iranian:', '*raṷxšnā-', '""shining,', 'radiant,', 'brilliant"";', 'sometimes', 'roxanne,', 'roxanna,', 'rukhsana,', 'roxandra', 'and', 'roxane)', 'was', 'a', 'sogdian', 'or', 'a', 'bactrian', 'princess', 'whom', 'alexander', 'the', 'great', 'married', 'after', 'defeating', 'darius,', 'ruler', 'of', 'the', 'achaemenid', 'empire,', 'and', 'invading', 'persia.']",46,46
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['duke', 'of', 'edinburgh,', 'named', 'after', 'the', 'city', 'of', 'edinburgh', 'in', 'scotland,', 'was', 'a', 'substantive', 'title', 'that', 'has', 'been', 'created', 'three', 'times', 'since', '1726', 'for', 'members', 'of', 'the', 'british', 'royal', 'family.']",30,30
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherPER']","['the', 'romans', 'adapted', 'the', 'greek', ""hero's"", 'iconography', 'and', 'myths', 'for', 'their', 'literature', 'and', 'art', 'under', 'the', 'name', 'hercules.']",18,18
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['richard', 'courant', '(january', '8,', '1888', '–', 'january', '27,', '1972)', 'was', 'a', 'german', 'american', 'mathematician.']",14,14
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['swami', 'prabhavananda', '(december', '26,', '1893', '–', 'july', '4,', '1976)', 'was', 'an', 'indian', 'philosopher,', 'monk', 'of', 'the', 'ramakrishna', 'order,', 'and', 'religious', 'teacher.']",21,21
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['alfred', 'fowler,', 'cbe', 'frs', '(22', 'march', '1868,', 'in', 'yorkshire', '–', '24', 'june', '1940)', 'was', 'an', 'english', 'astronomer', 'and', 'spectroscopist.']",19,19
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['tian', 'pengfei', '(chinese:', '田鹏飞,', 'born', '16', 'august', '1987)', 'is', 'a', 'chinese', 'professional', 'snooker', 'player.']",14,14
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['aristide', 'caradja', '(28', 'september', '1861', '–', '29', 'may', '1955)', 'was', 'a', 'romanian', 'entomologist', 'and', 'lawyer.']",15,15
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['elisabeth', 'volkenrath', '(née', 'mühlau;', '5', 'september', '1919', '–', '13', 'december', '1945)', 'was', 'a', 'german', 'supervisor', 'at', 'several', 'nazi', 'concentration', 'camps', 'during', 'world', 'war', 'ii.']",24,24
"['O', 'B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['henry', 'glenn', 'dunaway', '(july', '6,', '1914', '–', 'march', '8,', '1964)', 'was', 'an', 'american', 'auto', 'racer', 'noted', 'for', 'initially', 'winning,', 'and', 'then', 'being', 'disqualified', 'from,', 'what', 'is', 'today', 'recognized', 'as', ""nascar's"", 'first-ever', 'race.']",32,32
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['chuck', 'eddy', '(born', 'november', '26,', '1960)', 'is', 'an', 'american', 'music', 'journalist.']",11,11
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['şahika', 'ercümen', '(born', '16', 'january', '1985)', 'is', 'a', 'turkish', 'dietitian', 'and', 'world', 'record', 'holder', 'free-diver.']",15,15
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['george', 'edmund', 'street', '(20', 'june', '1824', '–', '18', 'december', '1881),', 'also', 'known', 'as', 'g.', 'e.', 'street,', 'was', 'an', 'english', 'architect,', 'born', 'at', 'woodford', 'in', 'essex.']",25,25
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['philipp', 'christoph', 'zeller', '(8', 'april', '1808', '–', '27', 'march', '1883)', 'was', 'a', 'german', 'entomologist.']",14,14
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['james', 'halliday', 'mcdunnough', '(10', 'may', '1877', '–', '23', 'february', '1962)', 'was', 'a', 'canadian', 'linguist,', 'musician,', 'and', 'entomologist', 'best', 'known', 'for', 'his', 'work', 'with', 'north', 'american', 'lepidoptera,', 'but', 'who', 'also', 'made', 'important', 'contributions', 'about', 'north', 'american', 'ephemeroptera.']",36,36
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['mahapadma', 'nanda', '(iast:', 'mahāpadmānanda;', 'c.', 'mid', '4th', 'century', 'bce),', 'according', 'to', 'the', 'puranas,', 'was', 'the', 'first', 'emperor', 'of', 'the', 'nanda', 'empire', 'of', 'ancient', 'india.']",24,24
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['fernando', 'alonso', 'díaz', '(spanish', 'pronunciation:', '[feɾˈnando', 'aˈlonso', 'ˈði.aθ]', '(listen);', 'born', '29', 'july', '1981)', 'is', 'a', 'spanish', 'racing', 'driver', 'currently', 'competing', 'for', 'aston', 'martin', 'in', 'formula', 'one.']",26,26
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['peter', 'jörgensen', '(""pedro', 'jorgensen"")', '(3', 'august', '1870', 'in', 'sønderby,', 'funen', '–', 'june', '1937', 'in', 'villarrica,', 'paraguay)', 'was', 'a', 'danish', 'early', '20th', 'century', 'entomologist,', 'active', 'particularly', 'in', 'argentina', 'and', 'paraguay.']",29,29
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['pierre-hippolyte', 'lucas', '(17', 'january', '1814', '–', '5', 'july', '1899)', 'was', 'a', 'french', 'entomologist.']",13,13
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['emily', 'sartain', '(march', '17,', '1841', '–', 'june', '17,', '1927)', 'was', 'an', 'american', 'painter', 'and', 'engraver.']",15,15
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['mateusz', 'kieliszkowski', '(born', '12', 'august', '1993)', 'is', 'a', 'polish', 'strongman', 'competitor.']",11,11
"['O', 'O', 'O', 'O', 'B-OtherPER', 'O', 'O']","['the', 'english', 'cognate', 'of', 'gérard', 'is', 'gerard.']",7,7
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['jacob', 'ochtervelt', '(1634', 'in', 'rotterdam', '–', '1682', 'in', 'amsterdam),', 'was', 'a', 'dutch', 'golden', 'age', 'painter.']",15,15
"['O', 'B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['the', 'william', 't.', 'piper', 'memorial', 'airport', 'in', 'lock', 'haven,', 'pennsylvania', 'is', 'named', 'in', 'his', 'honor.']",15,15
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['brian', 'lockwood', '(8', 'october', '1946)', 'is', 'an', 'english', 'world', 'cup', 'winning', 'former', 'professional', 'rugby', 'league', 'footballer', 'who', 'played', 'in', 'the', '1960s,', '1970s', 'and', '1980s,', 'and', 'coached', 'in', 'the', '1980s.']",29,29
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['girolamo', 'di', 'benvenuto', '(september', '1470', '–', 'june', '1524)', 'was', 'an', 'italian', 'painter', 'of', 'the', 'high', 'renaissance', 'and', 'son', 'of', 'the', 'painter', 'benvenuto', 'di', 'giovanni.']",24,24
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['catherine', 'winkworth', '(13', 'september', '1827', '–', '1', 'july', '1878)', 'was', 'an', 'english', 'hymnwriter', 'and', 'educator.']",15,15
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['liz', 'ellis', 'was', 'inducted', 'to', 'the', 'victorian', 'honour', 'roll', 'of', 'women', 'in', '2006.']",13,13
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['huangfu', 'duan', 'is', 'a', 'fictional', 'character', 'in', 'water', 'margin,', 'one', 'of', 'the', 'four', 'great', 'classical', 'novels', 'in', 'chinese', 'literature.']",19,19
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['raffaele', 'esposito', '(italian', 'pronunciation:', '[raffaˈɛːle', 'eˈspɔːzito])', 'was', 'an', 'italian', 'chef', 'and', 'owner', 'of', 'a', 'tavern', 'called', 'pizzeria', 'di', 'pietro', 'e', 'basta', 'così', '(""pietro\'s', 'pizzeria', 'and', ""that's"", 'enough"")', 'in', 'the', '19th', 'century', 'that', 'had', 'been', 'founded', 'in', '1780', 'by', 'pietro', 'colicchio.']",40,40
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['albert', 'pierrepoint', '(;', '30', 'march', '1905', '–', '10', 'july', '1992)', 'was', 'an', 'english', 'hangman', 'who', 'executed', 'between', '435', 'and', '600', 'people', 'in', 'a', '25-year', 'career', 'that', 'ended', 'in', '1956.']",29,29
"['B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['jacques', ""d'arthois"", '(12', 'october', '1613', '(baptised)', '–', 'may', '1686)', 'was', 'a', 'flemish', 'painter', 'and', 'tapestry', 'designer', 'who', 'specialized', 'in', 'wooded', 'landscapes', 'with', 'figures.']",23,23
"['B-OtherPER', 'I-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['abraham', 'harrison', 'goodall', 'lriba', '(7', 'june', '1847', '–', '1912)', 'was', 'a', 'british', 'architect', 'based', 'in', 'nottingham.']",16,16
"['O', 'B-OtherPER', 'I-OtherPER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['captain', 'samantha', 'carter', 'first', 'appears', 'in', '""children', 'of', 'the', 'gods"",', 'the', 'pilot', 'episode', 'of', 'stargate', 'sg-1,', 'as', 'a', 'united', 'states', 'air', 'force', 'captain', 'who', 'joined', 'the', 'fictional', 'sg-1', 'team', 'under', 'the', 'command', 'of', 'colonel', 'jack', ""o'neill.""]",36,36
