ner_tags,tokens,lnt,lnn
"['O', 'O', 'B-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O']","['2019', 'wurde', 'blackness', 'castle', 'von', 'rund', '79.000', 'personen', 'besucht.']",9,9
"['O', 'B-Facility', 'I-Facility', 'I-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['der', 'golden', 'gate', 'national', 'cemetery', 'ist', 'ein', 'us-amerikanischer', 'soldatenfriedhof', 'bei', 'san', 'bruno', 'etwa', '20', 'km', 'südlich', 'von', 'san', 'francisco.']",19,19
"['O', 'B-Facility', 'I-Facility', 'I-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['das', 'luxor', 'hotel', 'and', 'casino', 'ist', 'ein', 'casino', 'und', 'hotel', 'der', 'vier-sterne-klasse', 'in', 'paradise.']",14,14
"['O', 'B-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O', 'O']","['das', 'hilton', 'coliseum', 'ist', 'eine', 'mehrzweckhalle', 'in', 'ames,', 'iowa.']",9,9
"['O', 'B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ein', 'supermarkt', '(von', 'lateinisch', 'super,', '„über,', 'oberhalb,', 'über...hinaus“', 'und', 'lateinisch', 'mercatus', '„handel“;', 'englisch', 'super', 'market),', 'in', 'teilen', 'deutschlands', 'auch', 'kaufhalle', 'genannt,', 'ist', 'eine', 'form', 'des', 'einzelhandels', 'mit', 'großen', 'verkaufsflächen,', 'auf', 'denen', 'handelswaren', 'zur', 'selbstbedienung', 'für', 'kunden', 'angeboten', 'werden.']",38,38
"['O', 'B-Facility', 'I-Facility', 'I-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['die', 'community', 'of', 'the', 'resurrection', '(deutsch', 'gemeinschaft', 'der', 'auferstehung)', 'ist', 'eine', 'anglikanische', 'glaubensgemeinschaft', 'für', 'männer.']",15,15
"['B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['restaurants', 'sind', 'in', 'der', 'gastronomie', 'gehobene', 'gaststätten,', 'in', 'denen', 'speisen', 'zubereitet,', 'getränke', 'angeboten', 'und', 'dort', 'nach', 'bestellung', 'im', 'gastraum', 'verzehrt', 'werden.']",21,21
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ein', 'sägewerk', '(regional', 'auch', 'säge,', 'sägemühle,', 'sägerei', '(ch),', 'sagi', '(ch),', 'schneidmühle,', 'bordmühle,', 'brettmühle', 'oder', 'brettsäge', 'genannt)', 'ist', 'ein', 'betrieb,', 'der', 'von', 'der', 'forstwirtschaft', 'angeliefertes', 'rundholz', 'zu', 'brettern,', 'kanthölzern', 'und', 'balken', 'verarbeitet.']",31,31
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['windsor', 'castle', ""['wɪnzə"", ""'kɑːsl],"", 'auf', 'deutsch', 'auch', 'schloss', 'windsor,', 'liegt', 'in', 'der', 'englischen', 'stadt', 'windsor', 'im', 'süden', 'englands', 'in', 'der', 'grafschaft', 'berkshire.']",22,22
"['O', 'B-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['der', 'simpson', 'tower', 'ist', 'ein', '144', 'meter', 'hohes', 'bürogebäude,', 'welches', 'sich', 'auf', 'der', '401', 'bay', 'street', 'in', 'toronto,', 'ontario,', 'kanada', 'befindet.']",21,21
"['O', 'B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['eine', 'nekropole,', 'auch', 'nekropolis,', 'oder', 'totenstadt', '(altgriechisch', 'νεκρός', 'nekrós,', 'deutsch', '‚toter‘,', 'πόλις', 'pólis,', 'deutsch', '‚stadt‘)', 'ist', 'eine', 'baulich', 'gestaltete', 'größere', 'begräbnis-', 'und', 'weihestätte', 'des', 'altertums', 'und', 'der', 'ur-', 'und', 'frühgeschichte.']",30,30
"['O', 'B-Facility', 'I-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['das', 'arthur', 'ashe', 'stadium', 'ist', 'das', 'hauptstadion', '(center', 'court)', 'des', 'usta', 'billie', 'jean', 'king', 'national', 'tennis', 'center', 'im', 'flushing-meadows-park,', 'new', 'yorker', 'stadtbezirk', 'queens,', 'dem', 'austragungsort', 'des', 'grand', 'slam-tennisturniers', 'us', 'open.']",30,30
"['O', 'B-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['das', 'wrigley', 'field', 'ist', 'ein', 'baseball-stadion', 'im', 'norden', 'der', 'us-amerikanischen', 'stadt', 'chicago', 'im', 'bundesstaat', 'illinois.']",15,15
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['außer', 'dem', 'verstellbaren', 'luftzutritt', 'in', 'der', 'unteren', 'schublade', '(brennkammer)', 'ist', 'eine', 'räucherkammer', 'mit', 'einem', 'kamin', 'versehen,', 'den', 'man', 'mit', 'einer', 'klappe', 'verschließen', 'kann.']",23,23
"['O', 'O', 'O', 'O', 'O', 'O', 'B-Facility', 'I-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['one', 'liberty', 'plaza', '(auch', 'bekannt', 'als', 'u.s.', 'steel', 'building)', 'ist', 'der', 'name', 'eines', 'wolkenkratzers', 'in', 'new', 'york', 'city.']",18,18
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Facility']","['die', 'hanja', 'bzw.', 'kanji', 'des', 'palastnamens', '(jap.', '德壽宮)', 'wurden', 'daher', 'japanisch', 'ausgesprochen,', 'und', 'er', 'hieß', 'in', 'dieser', 'zeit', 'tokujukyū.']",19,19
"['O', 'O', 'O', 'O', 'O', 'B-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['psychiater', 'können', 'die', 'bezeichnung', '„schwerpunkt', 'forensische', 'psychiatrie“', 'führen,', 'wenn', 'sie', 'die', 'von', 'der', 'ärztekammer', 'in', 'der', 'weiterbildungsordnung', 'definierten', 'bedingungen', 'erfüllen.']",20,20
"['O', 'B-Facility', 'I-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['das', 'stade', 'sylvio', 'cator', 'ist', 'ein', 'fußballstadion', 'in', 'der', 'haitianischen', 'hauptstadt', 'port-au-prince.']",12,12
"['O', 'B-Facility', 'B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['weimarer', 'fürstengruft', 'fürstengruft', 'der', 'herzöge', 'von', 'sachsen-gotha-altenburg', 'in', 'der', 'schlosskirche', 'von', 'schloss', 'friedenstein', 'zu', 'gotha', 'kurfürstengruft', 'in', 'der', 'mannheimer', 'schlosskapelle', 'wittelsbachergruft', 'in', 'der', 'kirche', 'st.', 'michael', 'zu', 'münchen', 'wittelsbachergruft', 'in', 'der', 'hofkirche', 'st.', 'kajetan', 'zu', 'münchen', 'wittelsbachergruft', '(linie', 'pfalz-neuburg)', 'in', 'der', 'kirche', 'st.', 'andreas', 'zu', 'düsseldorf', 'fürstengruft', 'und', 'fürstliche', 'grabmäler', 'in', 'der', 'stiftskirche', 'st.', 'lambertus', 'in', 'düsseldorf', 'grablege', 'der', 'grafen', 'und', 'herzöge', 'von', 'berg', 'sowie', 'der', 'herzöge', 'von', 'jülich-berg', 'im', 'altenberger', 'dom', 'hohenzollerngruft', 'im', 'berliner', 'dom', 'welfengruft', 'im', 'braunschweiger', 'dom', 'fürstengruft', 'der', 'celler', 'welfen', 'in', 'der', 'stadtkirche', 'st.', 'marien', 'zu', 'celle', 'wettinergruft', 'in', 'der', 'katholischen', 'hofkirche', 'in', 'dresden', '(kurfürsten', 'und', 'könige', 'der', 'albertinischen', 'linie)', 'wettinergruft', 'im', 'freiberger', 'dom', '(herzöge', 'und', 'kurfürsten', 'der', 'albertinischen', 'linie)', 'kapuzinergruft', 'der', 'habsburger', 'herzgruft', 'der', 'habsburger', 'in', 'der', 'kirche', 'st.', 'augustin', 'zu', 'wien', 'eingeweidegruft', 'der', 'habsburger', 'im', 'stephansdom', 'zu', 'wien', 'gruft', 'der', 'tiroler', 'habsburger', 'im', 'stift', 'stams', 'gruft', 'der', 'herren', 'von', 'fürstenberg-stammheim', 'auf', 'dem', 'apollinarisberg', 'in', 'remagen', 'gruft', 'der', 'württembergischen', 'landesherren', 'in', 'der', 'stiftskirche', 'zu', 'stuttgart', 'gruft', 'der', 'herzöge', 'von', 'württemberg-neuenstadt', 'in', 'der', 'nikolauskirche', 'in', 'neuenstadt', 'am', 'kocher', 'fürstengruft', 'der', 'wettinisch-albertinischen', 'herzöge', 'von', 'sachsen-zeitz', 'in', 'der', 'schlosskirche', 'st.', 'peter', 'und', 'paul', 'gruft', 'der', 'wettinisch-albertinischen', 'herzöge', 'von', 'sachsen-weißenfels', 'in', 'der', 'schlosskirche', 'von', 'neu-augustusburg', 'zu', 'weißenfels', 'gruft', 'der', 'wettinisch-albertinischen', 'herzöge', 'von', 'sachsen-merseburg', 'im', 'merseburger', 'dom', 'gruft', 'der', 'landgrafen', 'von', 'hessen-darmstadt', 'in', 'der', 'stadtkirche', 'zu', 'darmstadt', 'gruft', 'der', 'wettinisch-ernestinischen', 'herzöge', 'von', 'sachsen-altenburg', 'in', 'der', 'schlosskirche', 'von', 'schloss', 'altenburg', 'fürstengruft', 'der', 'fürsten', 'von', 'anhalt-bernburg', 'in', 'der', 'schlosskirche', 'zu', 'bernburg', 'fürstengruft', 'der', 'fürsten', 'von', 'anhalt-köthen', 'in', 'der', 'st.', 'jakob', 'zu', 'köthen', 'grablege', 'der', 'markgrafen', 'von', 'baden', 'und', 'baden-baden', 'in', 'der', 'stiftskirche', 'zu', 'baden-baden', 'sowie', 'in', 'der', 'fürstenkapelle', 'von', 'kloster', 'lichtenthal', 'grablege', 'der', 'markgrafen', 'von', 'baden-durlach', 'in', 'der', 'schloss-', 'und', 'stiftskirche', 'st.', 'michael', 'zu', 'pforzheim', 'großherzoglich-badische', 'grabkapelle', 'im', 'fasanengarten', 'in', 'karlsruhe', 'herzogliche', 'gruftkapelle', 'in', 'meiningen', 'fürstenkapelle', 'der', 'wettinischen', 'markgrafen', 'von', 'meißen', 'im', 'meißner', 'dom', 'gräber', 'der', 'herzöge', 'von', 'mecklenburg-schwerin', 'im', 'schweriner', 'dom', 'gräber', 'der', 'herzöge', 'von', 'mecklenburg-güstrow', 'im', 'güstrower', 'dom', 'gruft', 'der', 'herzöge', 'von', 'mecklenburg-strelitz', 'in', 'der', 'schlosskirche', 'mirow', 'gruft', 'der', 'hohenzollernschen', 'markgrafen', 'von', 'brandenburg-ansbach', 'in', 'der', 'st.-gumbertus-kirche', 'zu', 'ansbach', 'gruft', 'der', 'welfischen', 'herzöge', 'von', 'braunschweig-wolfenbüttel', 'in', 'der', 'kirche', 'st.', 'marien', 'zu', 'wolfenbüttel', 'gruft', 'der', 'fürsten', 'von', 'liechtenstein', 'in', 'der', 'stiftskirche', 'des', 'klosters', 'von', 'vranov', 'u', 'brna', 'gruft', 'der', 'herzöge', 'von', 'pommern-wolgast', 'grablege', 'des', 'hauses', 'nassau-saarbrücken', 'stiftskirche', 'st.', 'arnual', 'grablege', 'der', 'fürsten', 'zu', 'salm-salm', 'in', 'der', 'fürstlichen', 'gruftkapelle', 'zu', 'anholt']",388,388
"['O', 'B-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['der', 'wagankowoer', 'friedhof', '(russisch', 'вага́ньковское', 'кла́дбище', '/', 'transkription', 'wagankowskoje', 'kladbischtsche)', 'in', 'moskau', 'ist', 'einer', 'der', 'bekanntesten', 'friedhöfe', 'in', 'russland.']",19,19
"['B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['martello-turm', 'werden', '164', 'kleine', 'runde', 'befestigungen', 'genannt,', 'die', 'das', 'britische', 'empire', 'primär', 'zwischen', '1796', 'und', '1814', 'zur', 'zeit', 'der', 'napoleonischen', 'kriege', 'errichtete.']",22,22
"['O', 'O', 'O', 'B-Facility', 'O', 'O', 'B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Facility', 'O']","['betrieben', 'wird', 'der', 'nürburgring', 'durch', 'die', 'nürburgring', '1927', 'gmbh', '&', 'co.', 'kg,', 'eine', '100-%-tochter', 'der', 'nürburgring', 'besitzgesellschaft.']",17,17
"['O', 'B-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['das', 'castello', 'estense', 'ist', 'ein', 'schloss', 'der', 'familie', 'd’este', 'in', 'ferrara.']",11,11
"['O', 'B-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['die', 'harrow', 'school', 'gehört', 'zu', 'den', 'bekanntesten', 'englischen', 'internaten', 'für', 'jungen.']",11,11
"['O', 'O', 'O', 'O', 'O', 'O', 'B-Facility', 'O', 'O', 'O']","['an', 'seinem', 'nördlichen', 'ende', 'grenzt', 'der', 'alexandergarten', 'an', 'den', 'manegeplatz.']",10,10
"['O', 'O', 'O', 'B-Facility', 'I-Facility', 'I-Facility', 'O', 'O', 'O', 'O']","['1983', 'wurde', 'das', 'one', 'cleveland', 'center', 'nach', 'dreijähriger', 'bauzeit', 'fertiggestellt.']",10,10
"['O', 'B-Facility', 'I-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['das', 'boone', 'pickens', 'stadium', 'ist', 'das', 'footballstadion', 'der', 'oklahoma', 'state', 'university', '(osu)', 'in', 'stillwater.']",14,14
"['O', 'B-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['der', 'vale', 'park', 'ist', 'ein', 'fußballstadion', 'in', 'der', 'englischen', 'stadt', 'burslem,', 'stoke-on-trent.']",12,12
"['O', 'O', 'O', 'B-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O']","['damit', 'ist', 'das', 'sofi', 'stadium', 'das', 'teuerste', 'stadion', 'der', 'welt.']",10,10
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Facility', 'O']","['aufgrund', 'ihrer', 'ersten', 'bauperiode', 'wird', 'sie', 'auch', 'als', 'normannendom', 'bezeichnet.']",10,10
"['O', 'B-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['das', 'target', 'field', 'ist', 'ein', 'baseballstadion', 'in', 'der', 'us-amerikanischen', 'stadt', 'minneapolis', 'im', 'bundesstaat', 'minnesota.']",14,14
"['B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['guild', '(deutsch:', '‚gilde‘', 'bzw.', '‚handwerksgilde‘)', 'ist', 'neben', 'martin', 'und', 'gibson', 'einer', 'der', 'großen', 'us-amerikanischen', 'hersteller', 'akustischer', 'stahlsaitengitarren', '(„western-“', 'oder', '„folkgitarren“),', 'e-gitarren', 'und', 'bassgitarren.']",23,23
"['O', 'B-Facility', 'I-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['das', 'castello', 'di', 'verrès', 'ist', 'eine', 'der', 'bekanntesten', 'mittelalterlichen', 'burgen', 'im', 'aostatal.']",12,12
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['es', 'gibt', 'aber', 'auch', 'glockentürme', 'bei', 'profanen', 'bauten,', 'wie', 'den', 'glockenturm', 'des', 'berliner', 'olympiastadions', 'oder', 'den', 'turm', 'des', 'schöneberger', 'rathauses', 'in', 'berlin.']",22,22
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Facility', 'O']","['hier', 'kommen', 'autobiographische', 'momente', 'seines', 'lebens', 'zum', 'tragen:', 'dickens', 'vater', 'saß', '1824', 'aufgrund', 'von', 'schulden,', 'welche', 'sich', 'auf', 'recht', 'komplexem', 'wege', 'bei', 'einem', 'bäcker', 'angehäuft', 'hatten,', 'im', 'marshalsea', 'ein;']",29,29
"['O', 'O', 'O', 'B-Facility', 'O', 'O', 'B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['jahrhundert', 'als', 'lateinisch', 'hospitale', 'von', 'lateinisch', 'hospitalis', '‚gastfreundlich,', 'zum', 'gastwirt', 'gehörend‘,', 'dies', 'abgeleitet', 'von', 'hospes', '‚gastfreund,', 'gastwirt;']",17,17
"['O', 'O', 'B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['jahrhunderts', 'bezeichnete', 'leitfeuer', 'die', 'meist', 'aus', 'ober-', 'und', 'unterfeuer', 'bestehenden', 'doppelten', 'leuchtfeuer,', 'die', 'heute', 'richtfeuer', 'genannt', 'werden.']",17,17
"['O', 'B-Facility', 'I-Facility', 'I-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['die', 'große', 'halle', 'des', 'volkes', '(chinesisch', '人民大會堂', '/', '人民大会堂,', 'pinyin', 'rénmín', 'dàhuìtáng', '–', '„volkskongresshalle“)', 'ist', 'eines', 'der', 'symbolträchtigsten', 'bauwerke', 'in', 'peking', '(vr', 'china).']",23,23
"['O', 'O', 'B-Facility', 'I-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['eigentümer', 'des', 'nashville', 'superspeedway', 'ist', 'dover', 'motorsports,', 'denen', 'auch', 'der', 'dover', 'international', 'speedway', 'gehört.']",14,14
"['O', 'B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ein', 'ringwall', 'ist', 'eine', 'ringförmige', 'wallanlage,', 'die', 'zur', 'verteidigung', 'als', 'feldbefestigung', 'oder', 'wallburg,', 'aus', 'religiösen', 'gründen', 'und', 'vielleicht', 'auch', 'als', 'versammlungsort', 'erbaut', 'wurde.']",23,23
"['O', 'B-Facility', 'O', 'O', 'O', 'O', 'B-Facility', 'O', 'O', 'O', 'B-Facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['der', 'louvre', '([ˈluːvrə]', '),', 'offiziell', 'das', 'louvre-museum', '(französisch', 'musée', 'du', 'louvre),', 'ist', 'ein', 'kunstmuseum', 'im', '1.', 'arrondissement', 'von', 'paris.']",19,19
